fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
21.3806,12.6598,2.4616,0.5527,0.2988,25.3612,13.5855,-6.6962,12.5519,105.811,1
22.2827,12.286,2.3811,0.5322,0.3139,27.0087,9.5843,7.4325,34.431999999999995,162.542,1
91.9014,31.4596,3.9038,0.1293,0.0661,96.1117,80.3934,-23.4441,2.1455,283.533,1
17.9821,10.7309,2.3032,0.5672,0.296,1.6666,-7.6764,-5.202000000000001,23.651,144.039,1
38.3448,14.1032,2.8238,0.3781,0.2093,40.6911,26.0716,-5.8822,0.1899,177.97400000000002,1
96.6464,12.2056,2.5112,0.3606,0.1926,63.1745,55.7144,-10.0671,45.43,101.752,1
127.824,90.0777,4.6163,0.0327,0.0166,131.424,98.3053,61.1582,0.462,191.153,1
15.9689,9.451,2.4684,0.6053,0.3318,-8.6906,-17.6102,-3.5747,3.3863,135.2027,0
34.989000000000004,15.9144,2.5653,0.4871,0.3143,-30.5873,-30.6854,-12.938,68.6169,50.8582,1
22.6669,11.6342,2.4533,0.5387,0.3081,9.6596,11.2696,6.1636,26.7566,82.6036,1
79.0178,18.898,2.8055,0.3099,0.1557,31.0588,69.9837,-7.8861,9.0533,221.657,1
102.039,53.2113,4.1355,0.0865,0.0435,16.938,70.0538,-39.1136,6.8092,301.437,1
95.3856,21.1808,2.64,0.3093,0.1775,-110.804,59.3284,-8.7242,0.6251,287.835,1
12.6347,11.7757,2.055,0.696,0.3833,-16.0,9.8209,6.5793,73.055,176.359,1
91.1969,14.5046,2.7539,0.2328,0.1223,-33.2951,-86.4845,-8.9952,67.6457,184.9734,0
58.3502,12.9165,2.7497,0.331,0.2019999999999999,-82.3078,-37.6572,10.9989,2.826,248.444,1
23.7769,20.2657,2.7638,0.3824,0.1921,13.6613,7.4345,5.6913,43.362,247.117,1
27.8207,12.9459,2.6679,0.4447,0.246,7.662000000000001,-19.9657,11.7531,22.8802,126.28,1
113.062,75.0545,3.7601,0.2196,0.1106,-64.1912,-118.451,29.8806,7.3405,438.901,0
69.7228,29.4108,3.4686,0.1812,0.0926,-39.9696,68.3345,22.2578,2.0787,290.624,1
88.4501,21.148000000000003,3.4555,0.2452,0.1294,85.3835,79.2748,-12.5341,0.762,281.995,1
113.0663,76.9218,3.7965,0.0912,0.0602,112.1963,97.167,-53.1103,86.9145,285.9024,0
46.3055,16.677,2.6803,0.3339999999999999,0.1764,62.883,-28.1331,10.0957,6.021,191.946,1
77.6281,20.3418,2.8896,0.3649,0.1876,57.039,48.7401,-7.2719,46.0287,96.7666,0
45.9781,23.3336,3.2887,0.2006,0.1016,16.1487,41.3144,-18.7149,3.1102,151.55,1
26.691,18.6079,2.7868,0.3611,0.1855,-15.1237,19.2808,-8.4267,0.5329999999999999,92.9824,1
113.9722,18.3695,2.718,0.4921,0.3018,95.8983,111.4018,6.8345,14.2829,147.613,0
102.169,14.76,2.9378,0.2227,0.1148,88.4737,103.867,-10.3877,3.2589,274.737,1
29.1046,14.2871,2.4864,0.3687,0.2104,42.3025,-15.1837,7.4776,0.0578,224.784,1
95.3553,17.3815,3.1860000000000004,0.196,0.0854,71.0571,50.2186,7.8635,89.5989,168.565,0
22.4196,11.1449,2.4878,0.5594,0.3821,-8.8309,-20.7553,7.677,10.9799,108.704,1
59.188,21.3128,2.7029,0.3945,0.217,-17.9171,-71.8955,12.1956,10.2763,121.291,0
19.7551,14.5851,2.6345,0.5336,0.3028,-20.3719,-15.005999999999998,8.1704,58.335,101.027,1
83.3045,21.4643,3.0953,0.2128,0.124,-40.8964,70.6312,-16.6665,1.494,300.26,1
125.748,45.7545,3.1707,0.299,0.1792,-69.1855,-110.114,-22.1891,6.949,260.528,0
48.2433,11.4966,2.9042,0.3204,0.1627,32.4943,10.3585,-4.5613,81.9384,151.514,0
24.7543,9.5211,2.4354,0.5284,0.2954,18.0484,-15.2965,5.5949,48.38399999999999,33.1645,1
12.2995,12.1944,2.07,0.6723,0.3362,15.004,-1.2074,11.0018,24.8636,165.28900000000002,1
28.7802,15.2527,2.3927,0.4251,0.2247,29.8074,18.1433,-10.5433,21.3396,164.68,1
13.0952,9.7869,2.2317,0.8152,0.5484,-11.6881,-8.6473,-10.1107,65.2818,212.609,1
77.7889,24.1179,2.8768,0.3073,0.1824,59.4018,55.4367,-20.9408,66.1116,196.362,0
32.2107,19.8047,2.5877,0.3721,0.1873,30.3682,16.4199,-12.452,13.233,170.861,1
62.3838,29.4254,3.2854,0.2343,0.134,31.2617,93.7113,-13.9448,0.094,79.2501,1
26.3595,16.6583,2.754,0.4229,0.2441,8.1366,13.5478,-10.4312,8.299,165.14700000000002,1
38.3309,20.8336,2.946,0.2492,0.1421,-11.0891,20.8178,-12.7723,69.7546,107.047,1
32.7694,3.3675,2.5715,0.5586,0.381,42.7613,29.3763,8.6683,88.0043,196.7434,0
32.9432,12.8327,2.4433,0.3496,0.2036,44.1146,21.9612,-7.8081,4.0575,147.735,1
223.847,122.43,3.6375,0.1106,0.0554,40.8795,152.52100000000002,-111.487,81.2919,357.02,0
37.7771,25.3763,3.3648,0.2236,0.1207,29.8161,-15.9668,-12.1117,0.8021,196.855,1
25.4553,17.4804,2.639,0.3881,0.2101,37.8819,-9.9466,-13.5388,19.0188,224.987,1
24.6782,16.2731,2.4713,0.4628,0.2348,-3.1246,-17.6851,-10.7617,74.264,143.023,1
89.7222,23.8906,3.5741,0.1554,0.0806,48.2377,85.26100000000001,15.4428,2.759,235.462,1
213.7181,64.5242,3.2799,0.1722,0.0811,-221.0159,-202.2092,-40.3874,49.9322,336.422,0
19.6196,11.9681,2.5883,0.5471,0.2774,20.6253,12.089,-2.4813,89.2825,148.702,0
54.9218,12.7197,2.6355,0.3681,0.184,-6.127000000000001,-49.7117,-5.4493,6.312,204.865,1
34.969,20.997,3.0237,0.3229,0.1813,14.067,31.0741,-12.1934,4.1160000000000005,151.726,1
40.2341,25.8946,3.0362,0.2042,0.1026,56.4132,-20.9438,-16.2614,6.2066,223.564,1
88.6611,23.5917,3.3842,0.1866,0.0981,41.6122,91.629,11.0464,0.71,279.442,1
23.8755,12.984000000000002,2.2355,0.5116,0.2645,-29.5598,-7.2064,4.6306,41.4167,139.167,1
13.0183,10.6743,2.2999,0.7619,0.4887,13.2492,-3.2605,8.3499,84.3683,60.9388,1
27.9249,7.5792,2.2148,0.5793,0.3323,10.1629,-5.3507,-3.2343,31.265,165.977,1
20.0686,14.4481,2.4786,0.5216,0.2708,-4.548,13.7631,5.9206,24.5094,128.512,1
16.7429,15.1867,2.3096,0.6569,0.4289,-1.6276,-14.8761,11.3786,68.6733,58.837,1
96.1947,22.6252,2.9131,0.1736,0.113,-110.4394,54.24100000000001,-11.0428,52.8841,97.4196,0
48.267,14.0979,2.4871,0.5179,0.2948,45.2516,45.6978,13.7237,40.3788,132.17700000000002,1
34.5908,12.6329,2.617,0.43,0.2234,27.3745,-18.514,12.6149,2.4330000000000003,213.926,1
27.4824,15.8466,2.5688,0.3779,0.2119,-6.2649,-24.1055,-12.8959,1.8427,130.834,1
20.911,6.2161,2.2028,0.79,0.5486,17.4198,18.0188,-6.1225,30.257,242.563,1
15.4497,11.5981,2.3365,0.6452,0.4309,-1.3083,-3.0694,8.5597,47.9462,223.977,0
28.9061,13.2796,2.527,0.4577,0.2808,-13.1491,-16.8158,9.4613,6.021,169.915,1
53.0943,17.864,2.9157,0.2429,0.1354,2.678,34.8987,-9.3369,0.5989,228.529,1
95.5555,25.0585,2.8041,0.3611,0.2221,-90.7343,56.7339,-7.9498,51.6475,198.258,0
18.7703,10.0147,2.4031,0.6166,0.3577,21.682,11.9557,-4.6444,50.86,194.863,1
134.3812,66.5796,4.0235,0.0634,0.0382,36.8089,-118.744,-43.324,43.8367,298.7103,0
22.829,14.6751,2.5132,0.5368,0.3328,-4.5055,-18.5469,-9.4986,17.4089,98.3364,1
39.0798,20.0139,2.9643,0.253,0.1341,7.6154,9.8348,-12.7683,15.7293,220.279,1
38.8391,15.9078,2.9258,0.3915,0.2212,39.5815,26.9197,-10.3591,16.5236,190.811,1
34.8534,6.6139,2.5353,0.5306,0.2668,-49.8274,21.7595,3.1,1.207,280.666,1
65.9081,27.4018,3.0569,0.2465,0.1355,40.1205,59.4037,-5.9048,17.3988,274.022,1
56.4236,21.152,3.2241,0.154,0.0791,-2.6182,-10.1986,9.4643,1.4636,184.47,1
12.9327,11.1117,2.0986,0.7331,0.4502,14.2703,-7.4493,-6.7747,73.437,191.579,1
31.5058,28.4885,2.7701,0.2347,0.1097,11.8224,25.4775,16.6744,84.0498,67.9455,0
23.6856,21.166,2.6959,0.3505,0.1782,27.6083,-9.1757,16.1781,50.74100000000001,223.067,0
37.4443,24.6122,3.0257,0.2667,0.1447,6.9242,27.5978,-18.7103,7.341,162.335,1
44.613,22.0402,3.0717,0.2289,0.1149,-20.6975,34.0315,-13.3497,7.436,110.618,1
37.0964,20.6435,2.8142,0.3144,0.1802,46.9384,22.3427,-19.2893,7.886,215.599,1
35.3611,15.6527,2.897,0.3195,0.1639999999999999,-28.11,20.5438,-11.0605,36.393,277.0561,0
42.631,12.4292,2.8692,0.3108,0.1777,26.3284,-27.0938,-7.8937,80.4706,242.436,0
32.9421,8.9781,2.6385,0.446,0.2402,16.5763,23.1623,-6.9911,12.2897,193.35,0
29.0185,8.5951,2.6695,0.5991,0.4305,-2.5184,15.6566,7.9688,89.5797,64.2765,0
56.8933,16.4068,2.7271,0.2849,0.1528,5.102,30.1463,-10.4702,34.8387,277.501,0
87.2762,13.4472,3.1397,0.1639999999999999,0.0988,-141.3794,30.5618,6.4937,42.7081,146.915,0
34.6213,21.7278,2.9901,0.2701,0.1376,18.464,4.4838,13.0476,10.0478,158.136,1
13.7929,9.3686,2.4208,0.8463,0.4383,14.6132,4.8925,11.6391,83.7854,160.53799999999998,0
68.3318,15.8303,3.0165,0.2806,0.1621,-56.7726,-44.6009,12.5336,4.2399,65.3891,0
19.4513,16.4712,2.2601,0.5604,0.2885,26.0807,-7.5631,17.5195,33.419000000000004,241.255,1
74.3027,25.0515,2.9592,0.1881,0.0896,26.8003,-33.0678,-18.822,53.4656,232.1485,0
18.7913,12.854,2.541,0.5928,0.4101,9.5258,16.0255,8.3794,62.735,240.409,0
61.6991,12.3313,3.0035,0.2604,0.1548,88.3498,50.0728,7.6156,9.0509,212.5836,0
28.9642,11.014,2.6609,0.4279,0.2172,-19.0459,19.5525,9.75,5.3282,196.925,1
41.2321,15.4546,2.946,0.2899,0.1727,3.6032,31.3793,-8.0229,6.63,183.758,1
22.5713,17.1268,2.5994,0.3736,0.2023,23.4649,23.2608,6.5537,6.5907,231.3564,0
12.863,11.419,2.0434,0.733,0.4027,15.1002,-7.4255,10.8121,17.031,223.366,1
32.5117,27.0574,2.9263,0.2227,0.1179,41.6225,14.7255,8.4679,25.4448,119.14,1
30.7178,11.253,2.4594,0.4549,0.2622,-16.6958,12.278,-5.3455,15.2359,244.438,1
52.3758,25.1653,2.9937,0.2598,0.1385,5.4524,11.1244,21.8954,13.678,166.774,1
334.177,49.3465,3.2389,0.2888,0.1589,-246.3566,-297.1717,36.8241,10.3534,110.5105,0
18.249,10.4383,2.2529,0.6034,0.3156,22.8063,10.1469,5.3027,15.8259,159.54399999999998,1
17.1868,11.1893,2.3284,0.5587,0.3028,-1.6795,6.9433,4.7963,19.779,219.71400000000003,0
33.0473,18.5401,2.6875,0.4476,0.2659,30.3266,21.0689,16.3566,9.5992,168.66299999999998,1
17.0911,10.5528,2.3909,0.6748,0.4004,-3.3729,7.3418,7.9732,14.894,129.857,1
23.7571,16.8651,2.786,0.419,0.225,-1.8632,18.4646,7.8791,14.9592,132.233,1
20.0862,10.668,2.2718,0.6257,0.3449,-6.2312,16.8787,7.0023,79.6084,124.353,1
160.265,40.1667,2.9848,0.1916,0.0979,196.946,-122.698,-37.5659,39.554,152.981,0
49.2727,22.2199,3.276,0.1716,0.093,31.1037,28.2574,-12.6656,10.1168,214.872,1
172.56599999999997,44.289,3.0548,0.2248,0.1186,-90.0616,-185.264,30.7393,27.4831,109.322,0
34.1731,9.626,2.5024,0.4434,0.2374,26.2583,25.8125,-6.5749,1.4848,212.86900000000003,1
56.5232,13.9445,2.732,0.4004,0.2382,-27.7165,-48.5938,-5.6678,17.637,104.8,1
29.1454,14.6984,2.643,0.4141,0.2582,-25.2748,-25.6863,12.0643,18.9218,208.133,0
30.7317,17.3823,2.8119,0.3547,0.1812,27.222,24.8581,-13.3429,27.9949,155.017,0
38.2386,15.0661,2.7443,0.2919,0.1577,14.7864,-24.8104,12.2243,1.639,211.502,1
18.7575,12.8054,2.5085,0.5333,0.2775,16.7669,11.3436,-4.1454,24.632,71.7487,1
96.4412,87.684,3.8398,0.0831,0.0422,-81.538,88.0748,75.3583,6.6557,252.919,0
24.6256,20.4027,2.7742,0.3583,0.1825,0.7576,21.6776,13.1129,29.3898,163.495,1
167.688,55.4209,3.4801,0.3354,0.1717,-114.598,-166.19099999999997,52.9735,46.2067,327.245,0
17.0391,7.4145,2.2109,0.8,0.5692,-0.9865,-3.8802,-4.9249,66.0852,203.71,1
118.601,44.2479,3.5558,0.1769,0.1003,-95.8266,14.9809,29.3812,4.134,286.69,1
64.7839,20.8693,3.1297,0.2619,0.1539,53.4647,57.195,-18.1564,2.313,236.112,1
78.4183,33.0725,3.3172,0.11,0.0686,-22.2363,54.1325,29.6535,86.7505,157.3166,0
25.9323,17.9622,2.7462,0.3964,0.2377,11.4111,-14.6894,-13.9478,50.082,260.99,1
35.225,18.2119,2.902,0.287,0.166,27.6093,25.4402,8.548,27.2776,168.34,1
112.4543,73.3094,3.4562,0.2239,0.1313,-19.6467,-104.6703,-44.8812,52.6677,355.2485,0
43.2868,12.6522,2.7271,0.2868,0.1453,-55.5632,15.1082,-6.1238,26.6256,168.077,0
30.8445,7.0755,2.4759,0.6478,0.3148,2.6924,-25.6934,3.7971,80.2869,193.1073,0
17.2168,14.0928,2.521,0.4344,0.2447,30.8072,13.404000000000002,10.7729,54.5308,230.1722,0
41.9841,20.3999,2.6289,0.322,0.1939,32.2729,36.4194,-15.5429,5.783,161.803,1
109.1565,18.2065,3.3285,0.1588,0.1084,-94.8638,46.7544,13.4866,59.091,130.6783,0
238.111,88.7285,3.5115,0.1176,0.063,-228.885,-119.837,-55.1651,78.2445,196.326,0
80.7712,32.4441,3.6469,0.1073,0.0538,47.1972,51.5286,20.5342,3.2797,227.562,1
26.0064,18.6146,2.6493,0.3946,0.2029,-25.8204,-21.4564,7.2132,61.5717,64.656,1
18.8377,8.8786,2.5617,0.6039,0.3234,0.4589,15.5433,-8.4175,31.508000000000003,164.8029,0
24.15,10.9063,2.4141,0.4971,0.2563,3.3226,20.4622,6.5977,14.386,179.252,1
102.773,46.6037,3.8745,0.1486,0.089,-82.4554,-70.5694,39.4394,64.378,316.956,0
41.5234,9.8326,2.4472,0.4071,0.2411,57.952,-24.6444,3.6668,0.265,188.701,1
40.9012,14.8358,2.5244,0.3677,0.1868,-69.2629,30.897,-12.1868,5.7410000000000005,292.578,1
24.7413,11.8362,2.3892,0.4571,0.2796,-11.0853,-12.3674,7.0254,78.90100000000001,156.78,1
33.0547,6.9405,2.5243,0.6211,0.3019,3.6617,7.3387,-10.5551,23.182,203.2107,0
185.0381,37.7617,2.7675,0.3846,0.1851,-160.9643,-130.7518,16.9698,21.9336,164.0492,0
35.6033,12.9944,2.3253,0.4634,0.2388,-33.4441,-11.8136,8.1807,0.98,204.43400000000003,1
182.0891,42.573,3.3349,0.2253,0.1339,-270.2421,124.0546,-31.3042,22.8369,235.5909,0
175.69,76.5025,3.3476,0.1343,0.0707,149.05100000000002,126.407,58.2903,70.6157,184.39,0
25.0001,9.2853,2.5017,0.6173,0.4425,22.2638,24.787,-7.6555,12.1487,217.988,1
102.502,30.0694,3.5923,0.1271,0.0643,26.2754,85.5577,19.7771,1.977,296.187,1
33.9806,10.456,2.2034,0.4317,0.2199,7.96,17.6881,9.4395,62.6615,114.3847,0
27.3397,12.5875,2.596,0.4715,0.2598,12.2726,15.902,-7.9925,20.048,166.382,1
29.7499,18.698,2.7304,0.2995,0.1628,23.4646,16.5765,-12.374,0.56,205.114,1
17.1992,10.3194,2.4983,0.6889,0.4143,-3.2629,7.1593,-8.0473,76.035,126.318,0
25.8724,13.4735,2.1845,0.7215,0.4289,13.6769,-13.675,-8.0402,4.6845,120.8897,0
30.7902,20.88,2.7304,0.294,0.1516,0.2203,-17.2674,-4.4696,27.942,64.0094,1
57.7782,15.2163,3.1327,0.2063,0.1138,-21.6798,38.6586,-4.4539,3.0035,212.741,1
49.5572,19.5345,2.8609,0.2466,0.1357,-0.1697,46.5641,15.308,8.1095,263.73400000000004,1
121.5846,24.0051,2.9664,0.3009,0.1559,-82.1125,-117.7839,13.1076,66.1716,56.4439,0
20.0155,12.4255,2.4141,0.4855,0.2871,-1.4892,9.718,-10.5191,3.954,194.395,1
26.9946,14.0507,2.5658,0.5082,0.3193,-23.7921,-24.8184,10.334,5.7653,159.167,1
26.3861,15.1486,2.7889,0.4163,0.2447,8.0143,21.5488,-9.4032,52.18,211.481,0
12.867,11.3195,2.1414,0.722,0.4296,-14.8022,8.3638,6.7735,42.694,214.914,1
56.5927,22.4953,3.247,0.2322,0.1271,-10.5577,61.9298,4.3638,0.8140000000000001,156.099,1
51.2637,11.81,3.0342,0.3124,0.1567,29.511,-24.8424,3.0669,77.258,155.03,0
20.821,10.6855,2.4463,0.4256,0.1931,19.8789,21.4199,-5.582000000000001,25.4322,195.8052,0
54.025,17.8851,3.0241,0.2753,0.1669999999999999,21.5915,43.6579,6.1489,2.499,266.968,1
20.9847,12.5638,2.3253,0.539,0.2955,24.4503,14.9624,9.6203,14.578,237.504,1
41.408,26.7215,2.9457,0.3331,0.1683,60.0805,18.9059,27.8286,16.083,164.472,0
85.0943,41.8733,3.3903,0.2678,0.1345,-84.3968,-109.8362,-21.9621,4.1744,395.0295,0
88.4197,23.2053,3.2221,0.3664,0.1838,28.1217,-20.262,21.0801,0.1076,389.734,1
17.4438,10.9177,2.1959,0.586,0.3408,-1.1321,6.013999999999999,-6.5272,17.8368,53.7308,1
18.2835,10.561,2.1553,0.5594,0.2972,23.6206,9.2274,3.6737,26.9047,230.948,1
75.9021,22.406,2.5694,0.3342,0.1685,-87.2503,29.213,16.2202,4.814,271.558,1
12.984000000000002,11.2075,2.1746,0.7492,0.4114,-14.8012,6.0893,11.2711,11.746,194.679,1
67.8372,24.1273,2.9664,0.2442,0.1226,21.4801,76.6759,17.3767,5.0087,204.394,1
97.0342,32.9848,3.9343,0.1198,0.0603,34.0882,89.9319,-18.9841,0.4882,290.224,1
30.2859,7.5366,2.2765,0.5556,0.2884,-11.5687,6.1563,-6.0659,3.777,198.194,1
23.6038,17.9022,2.4362,0.4689,0.2656,19.3014,18.5554,-15.0722,1.699,228.875,1
30.367,15.6628,2.7226,0.3939,0.2112,14.8962,25.3998,10.2676,49.0315,45.5098,1
179.8715,83.9576,4.1165,0.0676,0.0613,-108.4999,-174.4185,-77.0525,66.1754,310.5166,0
56.5977,9.269,2.5682,0.3351,0.1743,50.5667,44.69,-6.4003,4.562,154.621,1
17.3467,1.952,2.3052,0.7498,0.4966,13.9589,1.6008,2.3021,79.9591,73.5629,0
19.5155,7.4337,2.1055,0.7294,0.4353,0.7152,-5.7937,-4.7317,8.536,157.97,1
204.052,93.1411,4.5762,0.0452,0.0239,-303.634,-175.81099999999998,46.5785,45.678,256.171,0
51.6337,14.0939,2.5302,0.3304,0.1844,-44.4812,-32.9212,5.9161,13.666,173.49599999999998,1
20.7813,15.6343,2.2541,0.4735,0.2368,-3.2591,17.0888,-0.4564,37.454,128.165,1
48.9731,19.9284,2.9467,0.2826,0.1543,34.7889,47.4344,12.7581,3.7944,261.857,1
60.4391,49.7525,3.1466,0.2269,0.1159,-33.01,-60.5389,-31.5351,87.5028,216.221,0
19.4404,17.8671,2.5276,0.4303,0.2626,15.4818,16.4945,12.1093,81.7696,112.872,1
276.247,53.6321,3.1099,0.3315,0.172,-269.518,125.085,-49.7099,24.795,192.863,0
12.5969,11.8362,2.1804,0.6997,0.3729,16.0069,-9.323,9.6302,62.6968,62.5545,1
16.0723,15.0917,2.4314,0.5251,0.3109,3.9554,7.1326,-4.6485,13.0877,226.2363,0
27.6746,18.9149,2.5422,0.3759,0.2224,30.937,20.242,15.143,19.3719,223.241,1
22.7698,11.3577,2.5340000000000003,0.5556,0.288,10.182,5.6998,3.9827,15.1204,116.047,1
41.7614,22.8933,3.1783,0.2143,0.1151,-13.8871,12.2891,13.281,7.4948,174.518,1
156.30100000000002,33.0123,2.9312,0.2343,0.133,-154.33,-59.8415,13.0944,4.1613,266.751,1
16.0903,10.46,2.4494,0.6921,0.4076,11.1376,9.5297,-5.7355,15.3926,202.0865,0
82.9855,35.3999,3.778,0.1331,0.0749,30.2125,112.071,-17.9451,16.4022,161.75799999999998,1
183.609,90.203,3.4635,0.1343,0.0674,-211.3009,-91.2932,85.389,80.4185,289.152,0
15.7305,12.3216,2.5826,0.6431,0.4667,0.1983,-6.0171,10.6035,27.7778,178.295,0
25.7821,19.0607,2.6889,0.3501,0.1853,16.7257,8.9445,-7.6053,35.16,137.929,1
61.0162,25.9182,3.7474,0.1564,0.0869,-4.2308,36.5881,18.9759,0.6497,212.01,1
34.0579,8.9101,2.5944,0.4377,0.2379,-2.6125,10.2437,-5.3386,82.3116,243.986,0
22.7566,11.795,2.4158,0.5797,0.405,23.1034,16.5853,-9.3735,43.3032,171.037,1
61.5175,26.4775,3.3753,0.1572,0.0845,3.5699,40.0819,-15.5083,3.0791,211.047,1
38.6943,23.8422,2.7029,0.3211,0.1834,14.4893,-9.3039,22.6965,15.761,199.443,1
54.1441,17.3626,2.6439,0.3087,0.1691,-86.4978,26.3055,-11.6284,16.2512,278.832,1
41.4656,33.6032,3.3477,0.1724,0.1008,20.9647,29.524,12.8534,13.0923,149.933,1
60.458,33.1061,3.1944,0.4679,0.2464,14.3,-33.8765,28.8315,8.292,372.568,1
83.381,26.181,3.4373,0.2671,0.1405,9.4793,65.7381,13.4268,2.332,347.909,1
85.6991,16.5385,3.2141,0.1944,0.0864,18.166,68.4694,14.5353,39.0355,177.91,0
13.0287,10.9544,2.2,0.7571,0.4511,-14.0985,5.7807,-10.1748,64.87,182.98,0
17.4943,10.0757,2.4456,0.6631,0.4283,17.9742,13.4959,3.6117,38.527,121.591,1
37.5564,26.684,2.8752,0.2919,0.1657,-19.7222,16.2184,16.1335,65.0328,126.4649,0
37.9472,6.7096,2.7039,0.4723,0.3376,33.0542,11.6496,-7.4722,79.512,201.0388,0
50.6985,39.432,3.3919,0.2052,0.1142,22.2129,45.0357,24.9434,9.5042,43.7529,1
62.9629,19.3932,2.9654,0.3649,0.2214,-43.5016,27.367,-21.8587,2.217,318.393,1
26.6497,18.45,2.6375,0.3295,0.1832,9.3045,-23.3255,-10.755999999999998,11.7935,198.647,1
88.417,20.5569,2.5877,0.3695,0.1925,-53.2686,13.0601,9.4588,5.1674,277.224,1
28.9897,12.2636,2.6749,0.5307,0.2801,25.6539,22.6547,-9.2202,15.3056,236.716,0
65.9214,14.9115,3.2049,0.2402,0.1269,-125.87,53.3382,-9.6839,3.1180000000000003,215.35,1
22.4411,16.5939,2.4116,0.4612,0.2345,-13.8813,-15.9051,9.4234,44.78,103.951,1
26.2755,8.9079,2.7999,0.5205,0.2757,12.9749,14.5442,-2.9468,7.3189,236.3672,0
27.9409,12.9407,2.6707,0.4184,0.2188,22.674,19.1566,6.7528,15.2077,227.749,0
17.173,10.9256,2.2718,0.6257,0.3449,3.3638,-8.3055,6.8725,36.721,161.621,1
11.5221,9.3735,2.7906,0.4432,0.2939,27.6371,11.8683,8.5016,48.1159,90.0056,0
58.9523,21.2274,2.6884,0.2705,0.165,-54.5436,-43.6717,-17.7002,32.936,89.1636,0
90.8667,72.8105,3.8226,0.1432,0.0753,36.3689,47.9418,-90.5671,6.433,304.935,1
46.9981,35.5131,2.8248,0.2319999999999999,0.1159999999999999,38.8284,40.615,35.4806,29.733,98.3135,0
15.1916,0.9938,2.1689,0.6914,0.3643,23.1523,8.7319,-5.9245,59.1242,111.0125,0
31.2263,15.9939,2.6335,0.386,0.2547,9.5681,27.2499,-15.1473,34.823,146.655,0
115.8125,76.4158,3.7433,0.0661,0.0523,-133.7645,63.6934,-45.5081,4.098,305.6383,0
76.7265,46.1018,3.0732,0.1526,0.079,14.4336,38.8298,-40.4289,28.7818,140.9653,0
106.7029,29.9607,2.9018,0.4055,0.1902,83.613,91.1591,15.9076,37.4671,104.7681,0
76.4172,23.2299,2.9759,0.2167,0.1179,43.3646,59.0817,-7.1795,9.7797,261.636,1
17.7369,16.7818,2.6015,0.5131,0.2941,22.0583,6.1825,-11.7637,12.1313,206.941,1
188.0012,65.4023,3.5602,0.1133,0.0622,-345.1951,182.6961,-75.4503,82.3182,297.4969,0
44.5915,14.6315,2.7202,0.3505,0.201,-53.0322,-24.2456,-10.8284,6.6863,183.489,1
189.796,83.5381,3.2374,0.2356,0.1305,-206.38,-162.327,-67.308,59.654,291.213,0
21.7388,6.8516,2.1446,0.7025,0.3763,-24.7358,-9.5968,6.5652,26.948,146.188,1
119.415,10.8968,2.7029,0.4896,0.2884,-89.2124,-83.0124,-6.2988,24.8625,302.941,0
36.0107,20.6307,2.8573,0.3361,0.2396,15.7214,29.185,18.3962,8.56,183.421,1
208.724,51.3682,3.242,0.1506,0.0753,209.179,166.987,-34.032,83.3529,178.47400000000002,0
24.7193,18.9698,2.5933,0.3648,0.2105,14.3989,19.6248,8.7439,61.8883,87.5641,1
52.7057,20.4083,2.6469,0.4374,0.2785,-58.8942,-30.4432,18.615,2.228,282.408,1
35.6162,8.616,2.6665,0.4892,0.3093,-23.2968,-10.8601,6.2181,57.995,73.7115,0
31.0833,19.6176,2.6289,0.3196,0.1774,24.7849,-16.4431,15.2197,1.041,154.215,1
30.9402,11.2609,2.3901,0.4888,0.2912,-27.7743,-25.4179,-8.3306,2.303,153.977,1
65.5156,21.3195,2.6325,0.259,0.1041,-32.187,-42.0343,-16.0832,21.5767,38.833,0
83.7923,28.0451,3.894,0.1413,0.0741,40.6466,77.9063,-10.9351,1.061,250.673,1
97.815,30.6089,3.4164,0.1461,0.0807,56.6552,84.3183,12.7832,10.9562,293.82,1
104.577,37.8131,4.1169,0.0853,0.0427,106.447,85.8523,-16.717,0.111,303.171,1
27.0828,15.3809,2.776,0.4539,0.2303,30.1999,24.9191,-9.786,3.791,149.6,1
188.4315,40.2437,3.1463,0.1083,0.0562,-136.4353,-142.1801,-16.3953,49.1373,92.9174,0
56.3489,24.1717,2.9857,0.2842,0.1731,21.0311,50.8783,25.9286,5.928,203.755,1
241.74400000000003,65.7373,2.9307,0.3238,0.2282,339.167,-186.473,56.7684,89.2007,185.161,0
19.9211,5.3363,2.265,0.6108,0.3649,-29.9292,-14.4696,5.1146,30.5372,235.8972,0
17.2008,9.7948,2.5276,0.7122,0.503,-6.416,13.1378,8.7957,87.4928,170.407,0
35.6122,13.6103,2.8354,0.3506,0.1833,-38.7838,-5.1581,5.3602,6.6169,158.463,1
23.8432,20.0915,2.4433,0.3459,0.2036,1.3026,-19.6504,8.9295,21.1916,65.7449,1
25.7371,16.4992,2.721,0.4392,0.2519,16.669,23.3348,-8.9524,17.512,152.866,1
26.694000000000003,9.5367,2.3375,0.5563,0.3885,5.3922,20.5388,-6.1469,84.8213,28.173,0
172.0988,35.0267,3.2143,0.2764,0.1865,-20.6249,-216.6803,-9.367,26.2204,323.9282,0
46.6118,23.6375,3.1575,0.263,0.1347,32.1222,39.3201,15.7178,1.0271,269.663,1
